Window,Return,Omega,Min weight,Max weight
window 0,-0.0288558,1.61612,0.005,0.177078
window 1,0.0398077,1.61418,0.017489,0.180448
window 2,0.0509289,1.60468,0.00847419,0.149737
window 3,0.00515418,1.60806,0.0171522,0.153829
window 4,-0.0679709,1.61738,0.005,0.15727
window 5,-0.0626977,1.63466,0.005,0.160438
window 6,0.0554021,1.63122,0.0147469,0.157745
window 7,-0.0251877,1.62391,0.005,0.154118
window 8,0.134263,1.63272,0.00536285,0.155265
window 9,0.0572707,1.63506,0.00559386,0.163858
window 10,0.0162816,1.63919,0.00655568,0.157898
window 11,0.0267487,1.64689,0.00964245,0.185832
window 12,0.0181956,1.66993,0.00742279,0.190661
window 13,0.0284959,1.66445,0.00631193,0.182965
window 14,0.0307129,1.66597,0.00690043,0.159203
window 15,0.0771505,1.68304,0.00577338,0.224703
window 16,0.00129194,1.69904,0.005,0.204165
window 17,0.0313916,1.70409,0.005,0.223042
window 18,-0.0142154,1.70589,0.00516727,0.22534
window 19,-0.0239404,1.71267,0.00575543,0.20034
window 20,-0.0255731,1.71287,0.00606383,0.224914
window 21,0.0871077,1.72436,0.00570591,0.266099
window 22,-0.0212836,1.70808,0.005,0.213547
window 23,-0.0446065,1.70847,0.00677386,0.229879
window 24,0.119301,1.71051,0.00589715,0.247305
window 25,0.0285382,1.70818,0.00616508,0.226363
window 26,0.0718195,1.69924,0.00609731,0.227049
window 27,0.0452552,1.71599,0.005,0.249881
window 28,-0.038283,1.72255,0.00637314,0.274821
window 29,0.0205885,1.72616,0.00749538,0.311791
window 30,-0.00711566,1.69664,0.00664155,0.238365
window 31,0.0199946,1.70705,0.0061623,0.240809
window 32,0.00358872,1.70701,0.005,0.23483
window 33,-0.0766365,1.72286,0.00670884,0.225997
window 34,0.0584439,1.70249,0.00584755,0.193043
window 35,0.0122641,1.71247,0.005,0.204925
window 36,0.0390084,1.71569,0.00908513,0.203088
window 37,0.0113405,1.71531,0.015794,0.204029
window 38,0.0236336,1.71202,0.005,0.206578
window 39,0.0440359,1.71225,0.0350896,0.20464
window 40,0.0300261,1.70101,0.005,0.231997
window 41,-0.00116692,1.7055,0.0100265,0.227415
window 42,0.0703015,1.71019,0.005,0.239422
window 43,-0.0414216,1.71917,0.00876897,0.223994
window 44,0.0734287,1.72247,0.0123527,0.233165
window 45,0.0513177,1.7301,0.0110977,0.232664
window 46,0.0734524,1.73855,0.0069815,0.231777
window 47,0.0375342,1.73944,0.0180422,0.22065
window 48,-0.00173264,1.74782,0.0188522,0.248145
window 49,0.0706423,1.74761,0.00805733,0.23875
window 50,-0.065077,1.76671,0.0168349,0.225629
window 51,-0.038579,1.76123,0.0111108,0.226716
window 52,0.0496519,1.75086,0.0156253,0.241135
window 53,0.00877556,1.76504,0.0143507,0.240735
window 54,-0.0178976,1.76996,0.00755966,0.221445
window 55,0.117259,1.77407,0.0133159,0.227321
window 56,-0.010535,1.75928,0.0222302,0.280548
window 57,0.042533,1.77356,0.005,0.304526
window 58,0.052879,1.77018,0.00510667,0.332374
window 59,-0.0108249,1.78105,0.00531305,0.323002
window 60,0.0891775,1.7583,0.00593307,0.335528
window 61,0.112806,1.75962,0.010616,0.341465
window 62,0.00227086,1.76362,0.0147165,0.346646
window 63,-0.0163779,1.76443,0.00813079,0.3429
window 64,0.0185883,1.77795,0.0060221,0.372368
window 65,0.0235234,1.77856,0.0321441,0.371803
