Window,Return,Omega,Min weight,Max weight
window 0,-0.0285476,6.70414,0.005,0.196862
window 1,0.0328559,6.71174,0.005,0.183378
window 2,0.054814,6.6902,0.005,0.181013
window 3,0.0323636,6.61018,0.005,0.202047
window 4,-0.0529154,6.48306,0.005,0.161151
window 5,-0.00976228,6.48909,0.005,0.172636
window 6,0.0434552,6.55118,0.005,0.160722
window 7,-0.000740104,6.73093,0.005,0.186479
window 8,0.0695455,6.79718,0.005,0.203384
window 9,0.0184631,6.84585,0.005,0.185748
window 10,0.00789304,6.83103,0.00512805,0.192292
window 11,0.0548056,6.89068,0.005,0.197109
window 12,0.00649661,6.93135,0.005,0.180362
window 13,0.0435116,6.86849,0.005,0.189829
window 14,0.0211617,6.87606,0.00530738,0.193335
window 15,0.0449784,6.93456,0.005,0.212998
window 16,0.0156251,6.95245,0.005,0.228747
window 17,-0.00746293,6.90716,0.005,0.223995
window 18,-0.0307134,6.99405,0.00601156,0.222113
window 19,0.0148889,7.18068,0.005,0.212144
window 20,-0.0288551,7.20068,0.005,0.208033
window 21,0.0530492,7.28266,0.005,0.231407
window 22,0.000714875,7.21395,0.005,0.231365
window 23,0.0200089,7.27068,0.005,0.235051
window 24,0.0405727,7.2901,0.005,0.232782
window 25,0.00201388,7.18161,0.005,0.233355
window 26,0.0296055,7.12244,0.005,0.227496
window 27,0.0382533,7.10737,0.00497871,0.227488
window 28,-0.0261121,7.02397,0.005,0.229223
window 29,0.0423134,6.96392,0.005,0.229962
window 30,0.0106723,6.87165,0.005,0.228971
window 31,-0.00356265,6.78855,0.00608339,0.20913
window 32,0.00866842,6.88863,0.005,0.21816
window 33,-0.0229884,6.96284,0.005,0.217337
window 34,0.00858361,6.93016,0.005,0.23425
window 35,-0.00602005,6.95823,0.005,0.224422
window 36,0.0583593,6.96309,0.005,0.21473
window 37,0.0271282,6.92816,0.005,0.213063
window 38,0.0374517,6.93388,0.005,0.222502
window 39,0.0181918,6.9369,0.005,0.212067
window 40,-0.0170163,6.94075,0.005,0.208246
window 41,0.00808947,6.88091,0.005,0.170542
window 42,0.0409898,7.12027,0.005,0.175601
window 43,-0.0257957,7.11905,0.005,0.168528
window 44,0.0196915,7.11503,0.005,0.168715
window 45,0.0430759,7.09067,0.005,0.162808
window 46,0.0178214,7.08214,0.005,0.161412
window 47,0.00485011,6.99014,0.005,0.148023
window 48,-0.0139201,6.99907,0.005,0.148985
window 49,0.0464168,6.98774,0.005,0.169688
window 50,0.00216591,6.96433,0.005,0.167677
window 51,-0.0142509,7.00252,0.005,0.166279
window 52,0.0283243,7.00425,0.00562541,0.171354
window 53,0.00940732,6.97167,0.005,0.17257
window 54,-0.0289798,6.97651,0.005,0.172499
window 55,0.0703517,7.01274,0.00558065,0.177721
window 56,-0.0046867,6.98154,0.00619034,0.163673
window 57,0.0404043,7.05956,0.005,0.171154
window 58,0.0447132,7.02923,0.005,0.131424
window 59,0.00557354,7.07014,0.005,0.134021
window 60,0.0314742,7.14458,0.005,0.137312
window 61,0.0288043,7.14358,0.005,0.145746
window 62,0.000839662,7.09856,0.005,0.140621
window 63,-0.0136866,7.13119,0.005,0.133532
window 64,0.0129325,7.18927,0.005,0.162179
window 65,-0.00848766,7.19803,0.005,0.154821
