Window,Return,Omega,Min weight,Max weight
window 0,-0.0265319,19.8862,0.005,0.162293
window 1,0.0191348,19.7859,0.005,0.153143
window 2,0.0476785,19.7336,0.005,0.153816
window 3,0.0367654,19.6419,0.005,0.153399
window 4,-0.0519397,18.21,0.00539808,0.128382
window 5,0.00480423,18.1812,0.005,0.167365
window 6,0.029951,18.1633,0.005,0.190215
window 7,0.00444343,18.2304,0.005,0.14868
window 8,0.0784258,17.685,0.005,0.143822
window 9,0.018405,17.8803,0.005,0.147252
window 10,-0.000131487,17.8005,0.005,0.146159
window 11,0.0692757,17.7634,0.005,0.146637
window 12,0.0250005,17.9292,0.005,0.154772
window 13,0.0474937,17.8543,0.005,0.154772
window 14,0.0126498,17.8695,0.005,0.154772
window 15,0.037604,17.6689,0.005,0.146069
window 16,0.0111034,17.7043,0.005,0.150514
window 17,-0.00834004,17.6797,0.005,0.149029
window 18,-0.0379832,17.9129,0.005,0.14793
window 19,0.0144131,18.1013,0.005,0.183887
window 20,-0.0245589,18.1112,0.005,0.183887
window 21,0.0531675,18.6624,0.005,0.159303
window 22,0.00679528,18.7257,0.005,0.159181
window 23,0.023755,18.6241,0.005,0.16967
window 24,0.0301117,18.6396,0.005,0.159373
window 25,6.56532e-06,18.6538,0.005,0.171791
window 26,0.0206362,18.5359,0.005,0.196454
window 27,0.0266928,18.5485,0.005,0.196597
window 28,-0.0213067,18.5666,0.005,0.190317
window 29,0.0449924,19.1246,0.005,0.183444
window 30,0.0193686,19.0704,0.005,0.181345
window 31,-0.00521246,18.4477,0.005,0.161518
window 32,0.0157936,18.558,0.005,0.180375
window 33,-0.0121906,18.5666,0.005,0.171601
window 34,-0.00773735,19.0284,0.005,0.180383
window 35,-0.0142338,18.9675,0.005,0.175738
window 36,0.045394,19.0871,0.005,0.164392
window 37,0.022931,19.1703,0.005,0.173874
window 38,0.042749,19.1622,0.005,0.155016
window 39,0.0156903,19.4214,0.00516587,0.174748
window 40,-0.0210843,19.4494,0.005,0.180679
window 41,0.00887143,19.5629,0.00636267,0.128877
window 42,0.0448839,19.4646,0.00590333,0.198748
window 43,-0.0322064,19.4632,0.00590333,0.198748
window 44,0.0147207,19.2916,0.005,0.208886
window 45,0.0326537,19.2277,0.00632737,0.209502
window 46,0.00971718,19.2409,0.00635182,0.204606
window 47,0.00536811,19.1063,0.00721337,0.203089
window 48,-0.0213219,19.0146,0.00519684,0.202169
window 49,0.0432758,19.1128,0.005,0.161746
window 50,0.0119726,19.3551,0.005,0.189665
window 51,-0.0105488,19.1658,0.005,0.194139
window 52,0.00938757,19.217,0.005,0.190992
window 53,0.0095373,19.1492,0.005,0.191049
window 54,-0.0250972,19.1248,0.005,0.191049
window 55,0.0559937,19.3261,0.005,0.184454
window 56,-0.00937413,19.2867,0.005,0.180362
window 57,0.05851,19.5945,0.00974055,0.18075
window 58,0.0316127,19.3935,0.00914099,0.182633
window 59,0.0161508,19.3555,0.00887465,0.182296
window 60,0.00697341,19.3517,0.00891015,0.181666
window 61,0.0112607,19.3172,0.00891015,0.181666
window 62,0.00527216,19.3549,0.00890508,0.181658
window 63,-0.0261422,19.3511,0.00891135,0.181668
window 64,0.005808,19.602,0.005,0.183773
window 65,-0.0157718,19.5431,0.005,0.183773
