Window,Return,Omega,Min weight,Max weight
window 0,-0.0138362,40.4297,0.0151097,0.314771
window 1,0.00915012,40.7888,0.0171478,0.313739
window 2,0.0407972,40.7554,0.0171478,0.313739
window 3,0.004378,40.8821,0.0171478,0.313739
window 4,-0.0848876,28.2509,0.00155823,0.228813
window 5,-0.0369549,25.4426,0.0122625,0.248024
window 6,0.0589693,25.0344,0.00863153,0.307382
window 7,-0.0219936,26.8968,0.00131985,0.249767
window 8,0.0701844,26.9248,0.00165793,0.2455
window 9,0.0395091,23.6686,0.00274479,0.256077
window 10,0.00366242,23.6034,0.00287703,0.269326
window 11,0.0422125,24.3777,0.00146142,0.244522
window 12,0.0287082,24.408,0.00146142,0.244522
window 13,0.0177921,24.2788,0.00286573,0.245191
window 14,0.00331153,24.1184,0.00100107,0.244115
window 15,0.0412504,24.1138,0.00100107,0.244115
window 16,-0.00757835,24.192,0.00146142,0.244522
window 17,-0.0255011,24.2425,0.00128754,0.242422
window 18,-0.0201935,24.018,0.00256308,0.236095
window 19,-0.0131072,26.1479,0.00309876,0.209364
window 20,-0.0250228,26.0736,0.00308514,0.209366
window 21,0.0667594,25.9659,0.00308514,0.209366
window 22,0.0191664,26.2004,0.00308514,0.209366
window 23,0.0322007,25.9615,0.0105459,0.202478
window 24,0.020134,26.0399,0.00308514,0.209366
window 25,0.0284007,26.1178,0.00308514,0.209366
window 26,0.0194349,26.3157,0.00471165,0.201055
window 27,0.00248384,26.3179,0.00700103,0.20196
window 28,-0.0306806,29.5605,0.0037416,0.23585
window 29,0.0475209,29.5304,0.000993608,0.231337
window 30,0.0438817,29.4032,0.001139,0.231522
window 31,0.0154519,29.5449,0.001139,0.231522
window 32,0.0291695,29.5793,0.001139,0.231522
window 33,-0.0582217,29.6226,0.001139,0.231522
window 34,0.00220648,28.0803,0.000237498,0.265564
window 35,-0.0148932,28.0651,0.000237498,0.265564
window 36,0.0581195,28.1974,0.00164295,0.280659
window 37,0.0169984,28.3988,0.000784845,0.28191
window 38,0.0397687,28.4459,0.000784845,0.28191
window 39,0.0103483,26.4632,0.00109542,0.253019
window 40,0.00475238,28.5631,0.000736873,0.281627
window 41,-0.00765645,28.5862,0.000622476,0.282015
window 42,0.0562654,27.7906,0.00805375,0.255113
window 43,-0.0293256,26.1434,0.00833718,0.144807
window 44,0.020088,26.7137,0.00634181,0.14838
window 45,0.0629329,26.5863,0.00634181,0.14838
window 46,0.0339128,27.4865,0.00755293,0.163054
window 47,0.0169293,27.5865,0.0071739,0.159205
window 48,-0.0521061,26.7969,0.00634181,0.14838
window 49,0.0309691,25.5759,0.00428887,0.159867
window 50,0.0049989,26.951,0.0100287,0.184094
window 51,0.0164971,26.9301,0.0100287,0.184094
window 52,0.00521273,26.9934,0.010763,0.181408
window 53,0.0031045,27.0794,0.00525024,0.182297
window 54,0.00461448,26.9248,0.00525024,0.182297
window 55,0.0557027,26.8111,0.00525024,0.182297
window 56,-0.00204068,26.9659,0.0100287,0.184094
window 57,0.030657,29.2808,0.00558454,0.213238
window 58,0.0254721,29.3747,0.00558454,0.213238
window 59,-0.00641288,29.5053,0.00868754,0.216522
window 60,-0.0120401,29.3128,0.00558454,0.213238
window 61,0.021976,29.1585,0.00558454,0.213238
window 62,-0.0247407,29.1485,0.00558454,0.213238
window 63,-0.0130795,29.0205,0.00558454,0.213238
window 64,-0.00867573,28.8927,0.00558454,0.213238
window 65,-0.0164393,28.76,0.00558454,0.213238
